,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
659,74127,US,"A lighter Ursa than recent vintages, the 2009 is a young purple-violet color, with grapy aromas and a broad, fruity palate. Hints of roasted nuts express barrel aging, and the wine has good grip, though the fruit flavors at this stage are still primary. Give this one some further bottle age to smooth out.",Ursa,90,39.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Baer 2009 Ursa Red (Columbia Valley (WA)),Red Blend,Baer
660,74129,US,"Very rich and sumptuous, if a little heavy. It's delicious and complex, with cherry, mocha and red currant flavors that finish sweet and spicy. You'll experience a hit of tannins that provides structure, but makes the wine slightly unaccessible. Aging is a gamble, given a certain pruniness on the finish.",Rafaelli Vineyard,90,49.0,California,Santa Cruz Mountains,Central Coast,,,Cumbre of Vine Hill 2008 Rafaelli Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Cumbre of Vine Hill
661,74243,Austria,"Smelling this is like sticking your nose into a basket of supremely ripe yellow plums and greengages. Despite all the ripeness and sweetness, there is something deliciously tempered and fresh here, too. The acidity from Furmint works a treat. The palate hits with the full force of concentrated yellow plum. This is for those who like it ultrasweet; the oak-aging is supremely well-handled.",Ruster Ausbruch Auf den Flügeln der Morgenröte,93,61.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Heidi Schröck 2012 Ruster Ausbruch Auf den Flügeln der Morgenröte White (Burgenland),White Blend,Heidi Schröck
662,74292,Spain,"This is extremely fruity, with an exotic bouquet of blueberry, cardamom, nutmeg and earth aromas. It feels smooth, collected and fairly rich, with savory, lightly baked flavors of black fruit. The finish remains savory, where graham cracker sweetness and roasted qualities dominate.",Xipella,90,15.0,Catalonia,Catalunya,,Michael Schachner,@wineschach,Clos Mont-Blanc 2009 Xipella Red (Catalunya),Red Blend,Clos Mont-Blanc
663,74597,Portugal,"An opulently ripe, wood-aged wine that's both fruity and textured. It has weight, richness, a lightly mineral texture with crisp apple and green plum flavors. Give this attractive while serious wine until the end of 2014.",Malhadinha Branco,90,35.0,Alentejano,,,Roger Voss,@vossroger,Herdade da Malhadinha Nova 2012 Malhadinha Branco White (Alentejano),Portuguese White,Herdade da Malhadinha Nova
664,74611,Portugal,"The wine is a field blend of a mix of grape varieties planted at random in the old Douro tradition. It is both structured and fruity, allowing a splendid range of perfumes to come from the glass. Ripe and full-bodied, with a touch of wood-aging, it has a medicinal edge as well as layers of black fruitiness. It needs to age, so drink from 2016.",Apegadas Quinta Velha,90,18.0,Douro,,,Roger Voss,@vossroger,Quinta das Apegadas 2011 Apegadas Quinta Velha Red (Douro),Portuguese Red,Quinta das Apegadas
665,74741,US,"Rich, thick and swimming in youthful tannin, this is a powerful statement from the producer's estate, a broad-shouldered explosion of fruity and savory flavors. Spicy tea, pomegranate and black cherry mingle around a tartness of grapefruit and blood orange, coalescing into a balanced whole.",Pommard Estate,90,50.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Bouchaine 2015 Pommard Estate Pinot Noir (Carneros),Pinot Noir,Bouchaine
666,74831,Italy,"There's just something about this 50-50 Sangiovese-Merlot blend that makes it absolutely irresistible. The fullness, the harmony, the intensity of aromas and the long, fruity persistency on the finish work together to produce one of the great modern super Tuscans.",Castello di Fonterutoli Siepi,94,99.0,Tuscany,Toscana,,,,Mazzei 2004 Castello di Fonterutoli Siepi Red (Toscana),Red Blend,Mazzei
667,74859,US,"Delicious is the first word that pops into your head when you taste this wine. It's got the sort of sweet fruit that you find in Russian River Pinots, yet retains the definition and refinement, along with a slight herbal nuance, that speaks of the Willamette Valley. Long in the mouth and tangy with a mix of spice and fruit sweetness in the finish.",,90,34.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2008 Pinot Noir (Willamette Valley),Pinot Noir,Aubichon Cellars
668,74916,Austria,"Citrus-edged sweetness is far more apparent on the palate than the nose, but here it delivers wonderful hints of lemon oil and candied zest, cut through by lively acidity against hints of tropical mango. A wonderfully toned BA, this will pair well with both cheese and dessert.",Terrrassen Beerenauslese,90,30.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Domäne Wachau 2013 Terrrassen Beerenauslese White (Wachau),White Blend,Domäne Wachau
669,75500,Argentina,"Smoky, earthy and refined on the nose, this Cab is showing a seamless mix of berry and oak-based aromas. Full, moderately tannic, layered and thorough on the palate, this tastes of baked berry fruits, integrated oak and loamy earth. A ripe yet balanced finish indicates that aging is needed. Drink through 2025.",Bramare Marchiori Vineyard,93,95.0,Mendoza Province,Luján de Cuyo,,Michael Schachner,@wineschach,Viña Cobos 2013 Bramare Marchiori Vineyard Cabernet Sauvignon (Luján de Cuyo),Cabernet Sauvignon,Viña Cobos
670,75681,US,"Really delicious, a sweet, spicy, fruity wine that's like biting into a raspberry, roasted almond, vanilla and cinnamon granola candy bar. That's no insult. The wine is dry and wonderfully rich in smooth tannins, and enormously complex. Worthy of very fine steak, lamb, tuna and salmon entrees.",Sierra Madre Vineyard,93,59.0,California,Santa Maria Valley,Central Coast,,,Testarossa 2009 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Testarossa
671,75688,France,"This is a fine yet ripe wine. It has an intense botrytis character that balances dryness with considerable sweetness. The wine, rich in honey and marmalade flavors, is opulent, decadent and ready to drink.",La Fleur Lily,90,19.0,Southwest France,Monbazillac,,Roger Voss,@vossroger,Domaine de Grange Neuve 2011 La Fleur Lily  (Monbazillac),Bordeaux-style White Blend,Domaine de Grange Neuve
672,75835,US,"Structure defines this wine. It has a great architecture of tannins, acids and oak, with a firm, dry finish. That stands it in stark relief to today's modern cult style of fruity softness, and to the wine's credit. It's Bordeaux-like, with cherry, currant, herb and cedar flavors, and should develop over the next decade. A winery to watch.",Proprietary Red Wine,92,64.0,California,Napa Valley,Napa,,,Alpha Omega 2005 Proprietary Red Wine Red (Napa Valley),Bordeaux-style Red Blend,Alpha Omega
673,75843,US,"Only 1,100 cases of this lovely liquid, but you'll swear you're drinking Pomerol. The fruity profile is strong, mellowed by oak influences and designer tannins. A dry limpidity and softness to the structure makes you appreciate it all the more. Twenty-four percent Cabernet Sauvignon adds curranty complexities.",Madrone Ranch,91,40.0,California,Sonoma Valley,Sonoma,,,Sebastiani 1998 Madrone Ranch Merlot (Sonoma Valley),Merlot,Sebastiani
674,75868,US,"From this well-regarded Sonoma County appellation, a ripely fruity wine, brimming with plum, blackberry, tobacco and spice aromas and flavors. It's rich, but balanced by finely intricate tannins and very nice acids. There's a harmony and balance that make it fun to drink.",,90,24.0,California,Dry Creek Valley,Sonoma,,,Peterson 1999 Merlot (Dry Creek Valley),Merlot,Peterson
675,76012,France,"Typical of the huge power of Guiraud, this is one of the richest Sauternes in 2005. The wine is rich and intense, the dry edge of botrytis just dominating the sweetness. Flavors of honey, almonds and peaches give the wine extra complexity.",,95,65.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Guiraud 2005  Sauternes,Bordeaux-style White Blend,Château Guiraud
676,76014,France,"Under the control of white wine wizard Denis Dubourdieu, this is one of the great wines of Barsac. It has intensity of sweetness, but just the right lightness, which gives it freshness as well as richness. This is a great wine in its early stages, and is certainly likely to age over many years.",,95,50.0,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Doisy-Daëne 2005  Barsac,Bordeaux-style White Blend,Château Doisy-Daëne
677,76574,US,"Dry, tart and balanced, it has keen acidity highlighting complex flavors of pomegranates, persimmons, cherries and sandalwood, with the earthy, plummy sweetness of mu shu sauce. This wine gets better and better as it breathes in the glass. It's hard to keep from opening it now, but it will benefit from aging; best after 2018.",Olivet Lane Vineyard,95,75.0,California,Russian River Valley,Sonoma,,,Williams Selyem 2012 Olivet Lane Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
678,76870,US,"Simply delicious, this smells like plump red cherries, tastes generously fruity and feels rich in texture. A spicy cinnamon aroma comes up on the second sniff, and the flavors add black cherry and cedar. The mouthfeel is rather soft, as the acid and tannins are moderate, and the body is full but not heavy.",Sangiacomo Roberts Road Vineyard,92,48.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Saxon Brown 2012 Sangiacomo Roberts Road Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Saxon Brown
679,76949,US,"This aromatic barrel selection employs multiple clones, from a winery which lays claim to farming more Pinot Noir clones than any in Oregon. Black cherry, cola and spice combine, leading into pinpoint tannins with a pleasing sweetness from the barrel aging. Drink over the next five years.",Jory Hills Vineyard,91,55.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,WillaKenzie Estate 2014 Jory Hills Vineyard Pinot Noir (Dundee Hills),Pinot Noir,WillaKenzie Estate
680,77148,France,"A rich, while also juicy wine, this is a packed with black-currant fruits and delicious acidity. Soft tannins and toasty spice from the wood aging add extra interest to this fruity ripe wine. The 11-acre property is farmed organically. Drink from 2018.",,90,26.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château d'Arcole 2012  Saint-Émilion,Bordeaux-style Red Blend,Château d'Arcole
681,77150,France,"This young, fruity wine from Vignobles Lesgourgues has great potential. Along with its bright red and blackberry fruits, it has succulent acidity and touches of wood aging that have smoothed the fruity character. It needs to age longer, so keep until 2018.",,90,22.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château Haut Selve 2014  Graves,Bordeaux-style Red Blend,Château Haut Selve
682,77184,US,"Fat in mouthfeel, waxy and earthy in aroma and packed with apricot and almond flavors, this layered and concentrated wine emphasizes savory notes rather than fruity ones and lushness in texture rather than crispness. Dried meats like prosciutto and salami could make great pairings.",Enigma,90,25.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2015 Enigma White (Sierra Foothills),White Blend,Terre Rouge
683,77263,US,"From one of the more popular vineyards in the appellation, this bottling shows strawberry fruit, allspice, black pepper, candied cherry and cinnamon on the nose. A strong sizzle of acidity marks the sip, with intriguingly deep raspberry, tangy cranberry, white pepper and crushed-slate flavors. Though light in body, it is heavy in flavors.",La Encantada Vineyard,93,46.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Rideau 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Rideau
684,77508,US,"A delicious Pinot Noir to drink now with upscale fare. It's very fruity, offering a burst of raspberries and cherries, together with a coat of sweet, smoky oak. But crisp acidity and smooth, silky tannins provide a balanced structure.",Falcon's Perch,90,17.0,California,Monterey County,Central Coast,,,J. Lohr 2009 Falcon's Perch Pinot Noir (Monterey County),Pinot Noir,J. Lohr
685,77624,US,"Made solidly in the modern cult style of fruity ripeness, softness and rich oak shadings, this inaugural red from Gary Heck is a Cab-based Bordeaux blend with a splash of Sangiovese. It has complicated layers of blackberries, cherries, currants and milk chocolate. Quite delicious in primary fruit flavors, it could well be an ager.",Vino Rosso,90,95.0,California,Napa Valley,Napa,,,Pininfarina 2005 Vino Rosso Red (Napa Valley),Red Blend,Pininfarina
686,77830,Portugal,"This is a powerfully structured wine, not heavy but firm, with tannins and tensile acidity. The dry core of the wine supports blueberry and violet flavors concentrated on the palate. Drink from 2017.",Escada Reserva,91,20.0,Douro,,,Roger Voss,@vossroger,DFJ Vinhos 2013 Escada Reserva Red (Douro),Portuguese Red,DFJ Vinhos
687,77941,Portugal,"Fragrant and fruity, this very fresh wine has a strong mineral texture. The freshness gives way to a deeper, rich sense that brings out a more creamy character. It's ripe and rich at the end.",Aphros Ten,90,18.0,Vinho Verde,,,Roger Voss,@vossroger,Casal Paço Padreiro 2013 Aphros Ten White (Vinho Verde),Portuguese White,Casal Paço Padreiro
